"Typ";"Nazwa";"Adres";"Kod pocztowy";"Miasto";"Długość geograficzna";"Szerokość geograficzna";"Godziny odbioru";"Uwagi"
"POCZTA_POLSKA";"FUP Choszczno 1";"Kolejowa 24";"73-220";"Drawno";"15.76159954071045";"53.21882247924805";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""16:00""}]";
"PACZKOMAT";"Paczkomat BBI01A";"Mostowa 4";"43-300";"Bielsko-Biała";"19.04864";"49.82661";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Galerii Sfera"
"PACZKOMAT";"Paczkomat POZ31A";"Umultowska 2";"60-995";"Poznań";"16.92987";"52.44375";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Stacja paliw BP"
"POCZTA_POLSKA";"UP Chorzele";"Mostowa 13";"06-330";"Chorzele";"20.89808464050293";"53.25680923461914";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Choroszcz";"Henryka Sienkiewicza 30B";"16-070";"Choroszcz";"22.988006591796875";"53.14997863769531";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat KAT06A";"Radockiego 150";"40-645";"Katowice";"18.99036";"50.20185";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Biedronka"
"POCZTA_POLSKA";"UP Chorkówka";"189";"38-458";"Chorkówka";"21.674388885498047";"49.648773193359375";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:30""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:30""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:30""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:30""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: BL-926626-01-44";"Skłodowskiej 26";"15-278";"Białystok";"23.16236";"53.1249";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""15:00""}]";
"POCZTA_POLSKA";"UP Chojnów 1";"Jarosława Dąbrowskiego 20";"59-225";"Chojnów";"15.932000160217285";"51.273399353027344";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""19:00""}]";
"RUCH";"PACZKA w RUCHu: LD-926899-74-30";"IWASZKIEWICZA 2";"98-220";"Zduńska Wola";"18.929611";"51.594343";"[{""day"":""MONDAY"",""from"":""05:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""05:00"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""05:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""05:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""05:00"",""to"":""20:00""},{""day"":""SATURDAY"",""from"":""05:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"FUP Korfantów";"Dworcowa 1";"48-316";"Łambinowice";"17.564687728881836";"50.537235260009766";"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""08:30"",""to"":""15:30""}]";
"POCZTA_POLSKA";"UP Śrem 1";"Plac 20 Października 41";"63-100";"Śrem";"17.0222110748291";"52.09491729736328";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat WAW63AP";"Patriotów 172";"04-832";"Warszawa";"21.18854";"52.18569";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Centrum Handlowe Społem"
"POCZTA_POLSKA";"UP Sztum";"Adama Mickiewicza 27";"82-400";"Sztum";"19.033002853393555";"53.91870880126953";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Kamień Pomorski";"Pocztowa 1";"72-400";"Kamień Pomorski";"14.769009590148926";"53.97079849243164";"[{""day"":""SATURDAY"",""from"":""08:30"",""to"":""14:30""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Jelenia Góra 1";"Pocztowa 9/10";"58-500";"Jelenia Góra";"15.741025924682617";"50.902400970458984";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""21:00""}]";
"POCZTA_POLSKA";"UP Gniezno 2";"Pocztowa 2";"62-210";"Gniezno";"17.605274200439453";"52.53019332885742";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""21:00""}]";
"POCZTA_POLSKA";"UP Gniezno 1";"Bolesława Chrobrego 36";"62-200";"Gniezno";"17.60021209716797";"52.534297943115234";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Długosiodło";"Tadeusza Kościuszki 2";"07-210";"Długosiodło";"21.592931747436523";"52.76110076904297";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Gniew";"Gdańska 5";"83-140";"Gniew";"18.821168899536133";"53.835941314697266";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""17:00""}]";
"POCZTA_POLSKA";"UP Dębowiec";"118";"38-220";"Dębowiec";"21.459936141967773";"49.68244552612305";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:30""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Dębno";"Armii Krajowej 6";"74-400";"Dębno";"14.696000099182129";"52.737300872802734";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"PACZKOMAT";"Paczkomat WAW63AP";"Patriotów 172";"04-832";"Warszawa";"21.18854";"52.18569";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Centrum Handlowe Społem"
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Szalaya 100";"34-460";"Szczawnica";"20.49049949645996";"49.42110061645508";"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:30"",""to"":""17:30""}]";
"PACZKOMAT";"Paczkomat KSO01ML";"Mazurka Dąbrowskiego 2";"83-400";"Kościerzyna";"17.97821";"54.11969";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy restauracji United Chicken"
"POCZTA_POLSKA";"UP Głogów 2";"1 Maja 1";"67-210";"Głogów";"16.079748153686523";"51.668121337890625";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Gliwice 22";"Franciszka Żwirki i Stanisława Wigury 66";"44-122";"Gliwice";"18.670934677124023";"50.2813835144043";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Odolanów";"Bartosza 3";"63-430";"Odolanów";"17.67045783996582";"51.57390213012695";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Wrocław 49";"Henryka Michała Kamieńskiego 92";"51-188";"Wrocław";"17.0414981842041";"51.14673614501953";"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Wrocław 52";"Generała Romualda Traugutta 146";"50-458";"Wrocław";"17.056379318237305";"51.0968017578125";"[{""day"":""WORKING"",""from"":""10:00"",""to"":""20:30""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"26 Marca 164";"44-300";"Wodzisław Śląski";"18.46139907836914";"50.010101318359375";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""17:30""}]";
"POCZTA_POLSKA";"UP Oborniki Śląskie";"Dworcowa 3";"55-120";"Oborniki Śląskie";"16.909181594848633";"51.29912567138672";"[{""day"":""SATURDAY"",""from"":""09:30"",""to"":""14:30""},{""day"":""WORKING"",""from"":""09:00"",""to"":""18:30""}]";
"POCZTA_POLSKA";"UP Syców";"Adama Mickiewicza 8";"56-500";"Syców";"17.724281311035156";"51.31011199951172";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""12:30""}]";
"POCZTA_POLSKA";"UP Suwałki 3";"Sejneńska 13";"16-401";"Suwałki";"22.934921264648438";"54.101802825927734";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Susz";"Słowiańska 24";"14-240";"Susz";"19.337003707885742";"53.7170295715332";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Warszawa 149";"Powstańców Śląskich 10";"01-392";"Warszawa";"20.91733169555664";"52.224979400634766";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat LUB04N";"Droga Męczenników Majdanka 28";"20-319";"Lublin";"22.59089";"51.23227";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Stokrotka"
"POCZTA_POLSKA";"UP Sosnowiec 19";"Teofila Lenartowicza 22";"41-219";"Sosnowiec";"19.186599731445312";"50.2952995300293";"[{""day"":""SATURDAY"",""from"":""10:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Ostrołęka 2";"Szkolna 3";"07-405";"Troszyn";"21.729736328125";"53.03171157836914";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Kudowa-Zdrój 1";"Adama Mickiewicza 10";"57-340";"Duszniki-Zdrój";"16.391435623168945";"50.40325927734375";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""16:00""}]";
"PACZKOMAT";"Paczkomat JSI01G";"XX-lecia 20";"68-320";"Jasień";"15.01135";"51.75373";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Urzędzie Gminy"
"POCZTA_POLSKA";"UP Sokołów Małopolski";"Lubelska 42";"36-050";"Sokołów Małopolski";"22.122451782226562";"50.23461151123047";"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""13:30""},{""day"":""WORKING"",""from"":""08:00"",""to"":""17:00""}]";
"POCZTA_POLSKA";"UP Opatówek";"Kościelna 14";"62-860";"Opatówek";"18.21155548095703";"51.73814392089844";"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""17:00""}]";
"POCZTA_POLSKA";"UP Rumia 1";"Pomorska 11A";"84-230";"Rumia";"18.417816162109375";"54.56583023071289";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat MDL390";"Słomka 31A";"34-730";"Mszana Dolna";"20.09387";"49.68075";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie spożywczym"
"PACZKOMAT";"Paczkomat PUC02A";"Kasztanowa 9";"84-100";"Puck";"18.39222";"54.70842";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Centrum Handlowym Rondo"
"POCZTA_POLSKA";"UP Ożarów Mazowiecki";"Kolejowa 6";"05-850";"Ożarów Mazowiecki";"20.796030044555664";"52.20815658569336";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Ośno Lubuskie";"11 Listopada 2";"69-220";"Ośno Lubuskie";"14.876179695129395";"52.45311737060547";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Osiek k. Staszowa";"Rynek 1";"28-221";"Osiek";"21.44197654724121";"50.51880645751953";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat KBE01N";"1 Maja 12";"05-340";"Kołbiel";"21.47818";"52.06363";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Top Market"
"POCZTA_POLSKA";"UP Opoczno 1";"Piotrkowska 43";"26-300";"Opoczno";"20.289255142211914";"51.376953125";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:30""}]";
"POCZTA_POLSKA";"UP Ożarów k. Opatowa Kieleckiego";"Stodolna 5F";"27-530";"Ożarów";"21.663860321044922";"50.887054443359375";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Trzebiatów n. Regą 1";"Rynek 17";"72-320";"Trzebiatów";"15.264886856079102";"54.06256103515625";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Bydgoszcz 48";"Stanisława Skarżyńskiego 7a";"85-798";"Bydgoszcz";"18.154043197631836";"53.15681838989258";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: LB-474411-26-11";"Lotnisko";"08-530";"Dęblin";"21.867962";"51.552607";"[{""day"":""MONDAY"",""from"":""07:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""07:00"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""07:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""07:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Włocławek 1";"Aleja Chopina 54";"87-800";"Włocławek";"19.068063735961914";"52.652469635009766";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA";"UP Chojnice 1";"Rynek Stary Rynek 8";"89-600";"Chojnice";"17.56085777282715";"53.69560241699219";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Nakło nad Notecią 1";"Pocztowa 9";"89-100";"Nakło nad Notecią";"17.602384567260742";"53.13911819458008";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Bądkowo";"Kujawska 41";"87-704";"Bądkowo";"18.799070358276367";"52.68983840942383";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Barwice k. Szczecinka";"Plac Wolności 4";"78-460";"Barwice";"16.355680465698242";"53.74365234375";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""16:00""}]";
"PACZKOMAT";"Paczkomat SWD02N";"Dworcowa 7";"62-020";"Swarzędz";"17.07402";"52.4052";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Piotr i Paweł"
"PACZKOMAT";"Paczkomat WAW13N";"Wał Miedzeszyński 324";"04-987";"Warszawa";"21.13205";"52.18538";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Stacja paliw Circle K"
"POCZTA_POLSKA";"UP Tomaszów Mazowiecki 1";"Prezydenta Ignacego Mościckiego 14/18";"97-200";"Tomaszów Mazowiecki";"20.012977600097656";"51.53030014038086";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Tłuszcz";"Warszawska 4";"05-240";"Tłuszcz";"21.438047409057617";"52.430973052978516";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Barcin 1";"Artylerzystów 5";"88-190";"Barcin";"17.942039489746094";"52.854820251464844";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Szczecinek 1";"Bohaterów Warszawy 36";"78-400";"Szczecinek";"16.687610626220703";"53.71022033691406";"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""13:30""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat WLD01A";"Towarowa 27";"84-120";"Władysławowo";"18.4025";"54.7957";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Centrum Handlowym Albatros"
"POCZTA_POLSKA";"UP Szczecin 43";"Władysława Szafera 186";"71-250";"Szczecin";"14.49621868133545";"53.45584487915039";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Brodnica 1";"Pocztowa 5";"87-300";"Brodnica";"19.404529571533203";"53.255638122558594";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
